Order_ID,Order_Date,Ship_Date,Ship_Mode,Country_Region,City,State_Province,Postal_Code,Customer_Name,Product_Name,Quantity,Discount
716370,2020-06-02,23,Standard Class,Mexico,La Guadalupe,Veracruz Llave,95600,Thomas Brumley,Logitech G600 MMO Gaming Mouse,66,0.67
623180,2020-10-20,18,Second Class,United States,Saint Paul,Minnesota,55103,Fred Harton,Xerox 1994,21,0.2
524768,2020-01-07,25,Second Class,United States,Aurora,Colorado,80045,Bryan Spruell,Logitech Wireless Touch Keyboard K400,38,0.05
476615,2020-06-05,23,Standard Class,Mexico,La Palma,Guerrero,40914,Nora Pelletier,Message Book,38,0.42
129896,2020-05-08,25,Expedited,United States,Denver,Colorado,80249,Jim Sink,Insertable Tab Post Binder Dividers,29,0.06
62989,2020-12-20,13,Expedited,Canada,Saint-Lambert-de-Lauzon,Québec,V6L,Shui Tom,Desert Sand,42,0.31
95734,2020-09-21,3,First Class,United States,San Jose,California,95123,Lena Cacioppo,Accessory Kit,93,0.34
470258,2020-03-10,3,First Class,Mexico,Loma Bonita,Morelos,62576,Patrick OBrill,Squared Back,36,0.69
43523,2020-01-24,22,Standard Class,Mexico,Amado Nervo,Nayarit,63455,Clay Ludtke,100 Messages,73,0.39
556575,2020-11-14,19,First Class,United States,Omaha,Nebraska,68105,Dan Lawera,Four 2-3/4 x 7-1/4 Money Receipts per Page,66,0.37
708827,2020-08-16,3,Standard Class,Mexico,La Guadalupe,Oaxaca,71703,Dan Lawera,1/Pack,40,0.65
407207,2020-07-29,12,Standard Class,Canada,Digby,Nova Scotia,N3Y,Anthony Witt,DMI Eclipse Executive Suite Bookcases,20,0.41
731386,2020-06-15,21,Second Class,United States,Port Washington,New York,11054,Mark Cousins,Eureka Recycled Copy Paper 8 1/2 x 11,43,0.37
165568,2020-06-29,25,Second Class,United States,Honolulu,Hawaii,96825,Mitch Webber,Novimex Swivel Fabric Task Chair,29,0.12
785539,2020-03-19,8,Expedited,Mexico,Santa Rosa,Nuevo Leon,67803,Ricardo Sperren,GBC ProClick Punch Binding System,87,0.31
66550,2020-03-04,30,Second Class,Canada,Prince Edward,Ontario,E9H,Giulietta Weimer,Carina 42Hx23 3/4W Media Storage Unit,48,0.71
470581,2020-05-07,26,First Class,Canada,Sarnia,Ontario,N7V,Ann Chong,10 x 13,57,0.3
256286,2020-06-19,5,First Class,United States,Montgomery,Alabama,36104,Pete Kriz,Honeywell Quietcare HEPA Air Cleaner,78,0.44
650703,2020-12-13,14,Expedited,United States,Lakeland,Florida,33805,Vivek Gonzalez,Samsung Galaxy Note 3,89,0.01
679951,2020-10-31,26,Standard Class,United States,Sacramento,California,95818,Susan Gilcrest,Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black,99,0.36
895493,2020-05-15,23,Second Class,United States,Young America,Minnesota,55573,Randy Bradley,Crayola Colored Pencils,60,0.17
850851,2020-03-22,3,First Class,United States,Houston,Texas,77090,Frank Olsen,Xerox 1985,2,0.05
101708,2020-07-16,30,Second Class,United States,Pueblo,Colorado,81010,Luke Foster,12 Colored Short Pencils,76,0.71
233790,2020-01-19,20,First Class,United States,Houston,Texas,77293,Andrew Allen,Office Star - Ergonomically Designed Knee Chair,38,0.04
911661,2020-07-10,6,Expedited,Mexico,El Potrero,Mexico,55718,Mathew Reese,WD My Passport Ultra 500GB Portable External Hard Drive,49,0.1
999354,2020-02-22,9,Second Class,Canada,Saint-Ambroise,Québec,G7P,Eugene Moren,Ebony,83,0.46
905707,2020-09-05,5,Expedited,United States,Houston,Texas,77095,Roger Demir,Polycom VVX 310 VoIP phone,62,0.19
60285,2020-12-15,4,Standard Class,Canada,Neepawa,Manitoba,H3Z,Maris LaWare,Black,37,0.42
613933,2020-03-19,20,First Class,Canada,Saint-Bruno,Québec,J3V,Emily Phan,Dana Swing-Arm Lamps,52,0.01
459695,2020-11-04,22,First Class,United States,Sacramento,California,95813,Emily Phan,Avery Heavy-Duty EZD  Binder With Locking Rings,45,0.73
454376,2020-08-27,27,First Class,United States,Santa Fe,New Mexico,87505,Logan Haushalter,Bevis Round Conference Room Tables and Bases,79,0.17
860536,2020-04-18,29,First Class,Canada,Chambly,Québec,J3L,Maureen Fritzler,SANFORD Major Accent Highlighters,5,0.32
354962,2020-06-01,2,First Class,Canada,Trail,British Columbia,V1R,Brian Moss,Avery 518,98,0.08
781334,2020-03-23,16,Expedited,United States,Phoenix,Arizona,85062,Zuschuss Donatelli,Avery 501,62,0.49
697247,2020-02-06,23,First Class,Canada,Beausejour,Manitoba,M1C,Ken Black,400 Message Capacity,82,0.23
367298,2020-09-03,10,Standard Class,United States,San Diego,California,92165,Nathan Gelder,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,27,0.2
837895,2020-09-05,13,Expedited,Mexico,Adolfo Ruiz Cortines,Veracruz Llave,92880,Alan Barnes,2 Belts per Pack,81,0.55
538024,2020-12-05,9,Expedited,Mexico,Vicente Guerrero,Chiapas,30505,Victoria Pisteka,Xerox 1949,100,0.31
16972,2020-02-13,2,Standard Class,United States,Asheville,North Carolina,28815,Gary Hansen,Global Deluxe Steno Chair,87,0.12
25752,2020-09-11,1,Second Class,Mexico,Vicente Guerrero,Guerrero,40230,Vivek Sundaresam,SAFCO Arco Folding Chair,5,0.42
31107,2020-01-25,12,Expedited,United States,Dallas,Texas,75323,Matt Abelman,Personal Folder Holder,20,0.28
139263,2020-07-20,29,Standard Class,United States,Tuscaloosa,Alabama,35487,Bryan Spruell,Four 2-3/4 x 7-1/4 Money Receipts per Page,98,0.51
598228,2020-07-11,8,First Class,Mexico,Lazaro Cardenas,Coahuila De Zaragoza,27944,Joy Daniels,Honeywell Enviracaire Portable HEPA Air Cleaner for 17 x 22 Room,87,0.05
65564,2020-05-29,30,Second Class,United States,Newport News,Virginia,23605,Paul Knutson,Xerox 1995,78,0.63
880362,2020-01-23,20,Second Class,United States,Camden,New Jersey,08104,Bruce Degenhardt,Chisel Tip,47,0.02
593836,2020-08-30,7,Expedited,Mexico,San Miguel,Guerrero,39230,Mick Brown,Newell Chalk Holder,14,0.37
569839,2020-05-15,21,Expedited,United States,Stamford,Connecticut,06905,Ionia McGrath,Staple holder,86,0.46
262620,2020-11-23,17,Standard Class,Mexico,La Joya,Guanajuato,37600,Roger Demir,Self-Adhesive Address Labels for Typewriters by Universal,76,0.65
761323,2020-03-18,4,Standard Class,United States,Lakeland,Florida,33805,Pauline Johnson,Plymouth Boxed Rubber Bands by Plymouth,92,0.39
48389,2020-05-27,26,Expedited,Canada,Saint-Bruno-de-Montarville,Québec,J3V,Craig Molinari,12 Colored Short Pencils,21,0.11
48996,2020-02-25,17,First Class,United States,Durham,North Carolina,27717,Muhammed Lee,Global Leather and Oak Executive Chair,55,0.65
