Order_ID,Order_Date,Ship_Date,Ship_Mode,Country_Region,City,State_Province,Postal_Code,Customer_Name,Product_Name,Quantity,Discount
285479,2019-08-14,11,First Class,United States,Jacksonville,Florida,32244,Karen Bern,Chromcraft Bull-Nose Wood Round Conference Table Top,28,0.53
25078,2019-10-11,27,Second Class,Mexico,Santa Rita,Guanajuato,36350,Julia West,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,69,0.34
488205,2019-06-18,11,First Class,United States,Fresno,California,93773,Thais Sissman,19-Hole,47,0.2
621386,2019-08-01,17,First Class,Mexico,Santa Cecilia,Jalisco,48744,Aleksandra Gannaway,Compact Automatic Electric Letter Opener,53,0.69
701802,2019-10-13,8,First Class,United States,Little Rock,Arkansas,72209,Cyma Kinney,Ibico Standard Transparent Covers,98,0.62
129368,2019-02-02,12,Standard Class,United States,Bakersfield,California,93305,Katherine Ducich,4 per Page,18,0.04
107010,2019-09-25,29,Standard Class,Mexico,Las Palmas,Guerrero,40054,Clay Rozendal,Letter Size,91,0.54
790277,2019-08-31,3,Second Class,United States,Champaign,Illinois,61825,Cyra Reiten,Avery Legal 4-Ring Binder,50,0.62
377379,2019-07-10,24,First Class,Mexico,Las Animas,Guerrero,39280,Bobby Trafton,Model AR050B,98,0.07
419396,2019-02-21,1,Standard Class,United States,Corpus Christi,Texas,78410,Frank Olsen,Avery 485,53,0.33
177469,2019-10-22,27,Standard Class,Mexico,Santa Maria,Mexico,51009,Logan Currie,Executive Impressions 13 Clairmont Wall Clock,73,0.57
413714,2019-08-09,15,First Class,United States,Dallas,Texas,75236,Logan Currie,Standard Line While You Were Out,48,0.28
273546,2019-11-26,20,Expedited,United States,Phoenix,Arizona,85053,Cyra Reiten,Cisco Unified IP Phone 7945G VoIP phone,72,0.47
642365,2019-09-15,20,First Class,Mexico,Pemex,Veracruz Llave,96684,Nat Carroll,Hewlett Packard LaserJet 3310 Copier,61,0.61
516598,2019-04-04,23,Second Class,United States,Minneapolis,Minnesota,55470,Bobby Elias,Acco Pressboard Covers with Storage Hooks,86,0.72
431937,2019-02-22,25,Second Class,United States,Rockford,Illinois,61110,Shahid Shariari,5 1/2 x 4,35,0.48
919908,2019-12-24,21,First Class,Mexico,La Palma,Hidalgo,42082,Sarah Bern,Balt Solid Wood Round Tables,75,0.66
966798,2019-03-09,2,Second Class,United States,Seattle,Washington,98158,Dan Reichenbach,Xerox 1941,24,0.59
423147,2019-05-15,18,Second Class,United States,Milwaukee,Wisconsin,53285,Fred Harton,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,57,0.2
569798,2019-09-21,12,First Class,United States,San Rafael,California,94913,Christine Sundaresam,Avery 490,68,0.34
106801,2019-01-21,2,First Class,United States,Miami,Florida,33233,Victor Preis,Tennsco Snap-Together Open Shelving Units,9,0.67
741678,2019-11-21,13,Expedited,United States,Stamford,Connecticut,06905,Nora Preis,Medium Soft,45,0.5
592247,2019-04-27,10,Standard Class,Mexico,Plan de Ayala,Chiapas,29601,Joe Elijah,14 7/8 x 11,62,0.53
801142,2019-01-02,25,Second Class,Canada,Lanigan,Saskatchewan,J7A,Zuschuss Donatelli,Side-Loading,7,0.15
232551,2019-09-21,20,First Class,Mexico,Francisco Villa,Coahuila De Zaragoza,26030,Patrick Jones,Gray,13,0.48
243340,2019-07-10,12,Second Class,United States,Phoenix,Arizona,85030,Matthew Grinstein,BOSTON Model 1800 Electric Pencil Sharpeners,84,0.55
618849,2019-01-06,4,Second Class,Canada,Pasadena,Newfoundland and Labrador,B2J,Lisa Hazard,Hunt BOSTON Vista Battery-Operated Pencil Sharpener,94,0.5
502687,2019-05-25,2,Standard Class,Mexico,San Isidro,Guanajuato,36450,Shahid Collister,ACCOHIDE 3-Ring Binder,48,0.64
724624,2019-10-11,15,Second Class,Mexico,Santa Cecilia,Jalisco,48744,Peter McVee,Bionaire Personal Warm Mist Humidifier/Vaporizer,59,0.54
158781,2019-03-17,14,Expedited,Canada,Varennes,Québec,J3X,Joe Elijah,White,34,0.21
992645,2019-02-11,25,Second Class,United States,Omaha,Nebraska,68105,Adrian Hane,Sanford Liquid Accent Highlighters,38,0.27
882097,2019-02-01,16,Expedited,Canada,Duncan,British Columbia,V9L,Jim Karlsson,Ideal Clamps,44,0.2
474606,2019-07-31,17,Second Class,United States,Roanoke,Virginia,24034,John Lucas,Avery 481,50,0.64
809251,2019-03-14,5,Second Class,Canada,Wabana,Newfoundland and Labrador,V7X,Julie Kriz,Safco Chair Connectors,29,0.68
157506,2019-10-30,21,Expedited,Mexico,Belisario Dominguez,Chiapas,30509,Bart Folk,Staple-based wall hangings,88,0.12
928767,2019-01-15,26,First Class,United States,Norwalk,Connecticut,06854,Stuart Van,Nu-Dell Float Frame 11 x 14 1/2,56,0.73
577851,2019-06-12,10,Expedited,Canada,Havre-Saint-Pierre,Québec,H4R,Laurel Workman,2,43,0.45
74920,2019-04-18,26,First Class,Mexico,San Francisco,Jalisco,46175,Vivek Gonzalez,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,95,0.63
88213,2019-12-29,26,Second Class,United States,Van Nuys,California,91406,Benjamin Patterson,Pressboard Data Binder,79,0.25
659922,2019-02-04,4,Expedited,United States,Lancaster,Pennsylvania,17622,Toby Gnade,GBC Clear Cover,69,0.05
256671,2019-10-01,29,Expedited,Canada,Medicine Hat,Alberta,T1C,Melanie Seite,Plastic,66,0.46
562587,2019-12-27,26,Expedited,United States,Flushing,New York,11355,Ken Lonsdale,KI Adjustable-Height Table,84,0.14
421347,2019-04-23,12,Expedited,Mexico,Zaragoza,Coahuila De Zaragoza,26930,Bobby Elias,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc,25,0.69
546714,2019-04-24,8,Second Class,United States,Oklahoma City,Oklahoma,73179,Maureen Gnade,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,40,0.22
984779,2019-04-19,4,First Class,Mexico,Belisario Dominguez,Chiapas,30509,Katrina Edelman,100/Box,59,0.67
609338,2019-05-27,2,First Class,United States,Louisville,Kentucky,40205,Maribeth Schnelling,Two 4 1/4 x 5 Forms per Page,22,0.67
196578,2019-09-13,18,Standard Class,Canada,Ladysmith,British Columbia,V9G,Karen Seio,Array Parchment Paper,89,0.2
970275,2019-05-18,29,Standard Class,United States,Jefferson City,Missouri,65110,Joni Blumstein,GE 30524EE4,31,0.23
466941,2019-01-11,11,Second Class,United States,Kansas City,Kansas,66112,Alyssa Tate,Avery Legal 4-Ring Binder,69,0.17
586016,2019-11-26,5,Standard Class,Canada,Pictou,Nova Scotia,M1M,Jessica Myrick,OIC Binder Clips,29,0.63
982541,2019-04-01,28,Expedited,Mexico,Loma Bonita,Jalisco,47450,Laurel Workman,No Pattern/Clear,10,0.17
70798,2019-05-14,18,Second Class,Mexico,Tierra y Libertad,Chihuahua,32628,Anthony Garverick,White,6,0.22
719018,2019-02-23,19,First Class,Mexico,San Sebastian,Chiapas,29950,Tamara Willingham,Okidata B400 Printer,70,0.13
257452,2019-04-15,8,Standard Class,Canada,Vanderhoof,British Columbia,G9A,Guy Phonely,Bevis Steel Folding Chairs,40,0.69
182296,2019-04-11,29,Expedited,United States,Toledo,Ohio,43656,Nathan Gelder,Trimflex Flexible Post Binders,72,0.25
153298,2019-01-02,13,Standard Class,United States,Pasadena,California,91103,Lena Hernandez,8-Color Set,87,0.72
349757,2019-02-24,10,Standard Class,United States,Jefferson City,Missouri,65110,Fred Chung,13 1/8W x 12 1/4D x 10 1/2H,15,0.17
38568,2019-11-06,10,First Class,Mexico,Lazaro Cardenas,Chiapas,29755,Tamara Dahlen,24 Clips in Two Sizes,87,0.42
667817,2019-10-13,26,Standard Class,Mexico,El Arenal,Veracruz Llave,91664,Erica Bern,Newell 322,89,0.39
607085,2019-02-19,3,First Class,United States,New Orleans,Louisiana,70174,Gary Hansen,Colored Push Pins,67,0.5
511428,2019-12-25,20,Expedited,Canada,Casselman,Ontario,G8A,Corey-Lock,Wilson Jones Suede Grain Vinyl Binders,29,0.36
734529,2019-07-16,25,Standard Class,Mexico,Guadalupe,Mexico,52107,Carlos Daly,5/Pack,90,0.5
963834,2019-05-03,7,Expedited,Canada,Montréal-Est,Québec,J4N,Cindy Chapman,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,27,0.52
86423,2019-12-08,4,Expedited,Mexico,San Agustin,Jalisco,48040,Pete Kriz,SanDisk Cruzer 64 GB USB Flash Drive,71,0.74
255200,2019-04-03,10,Standard Class,United States,Van Nuys,California,91406,Darren Budd,Dax Clear Box Frame,33,0.43
73081,2019-11-25,17,Expedited,Canada,Magog,Québec,J1X,Cynthia Arntzen,Medium Room,52,0.71
758268,2019-09-17,19,First Class,United States,Oklahoma City,Oklahoma,73142,Denny Joy,Staple envelope,12,0.68
717436,2019-02-09,17,Second Class,United States,Tucson,Arizona,85754,Justin Hirsh,1,10,0.72
527417,2019-05-03,11,Expedited,United States,Waco,Texas,76711,Noel Staavos,Ativa V4110MDD Micro-Cut Shredder,72,0.34
63347,2019-04-15,5,Expedited,United States,Whittier,California,90610,George Zrebassa,Hon Multipurpose Stacking Arm Chairs,44,0.35
862851,2019-03-13,11,Standard Class,United States,Fresno,California,93762,Jill Stevenson,Document Clip Frames,2,0.0
381215,2019-07-07,11,Expedited,Canada,West End,British Columbia,V7Y,Joe Kamberova,Avery 485,91,0.74
479794,2019-06-02,13,First Class,Canada,Lambton Shores,Ontario,J5T,Harry Marie,Wilson Jones Impact Binders,85,0.03
987996,2019-02-03,1,Second Class,Canada,West End,British Columbia,V7Y,Jennifer Braxton,11 x 14-7/8,82,0.01
923683,2019-09-27,10,First Class,United States,Santa Rosa,California,95405,Hunter Lopez,Avery 480,36,0.56
984052,2019-08-31,29,Expedited,Canada,Parrsboro,Nova Scotia,L2A,Nick Radford,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,48,0.37
865711,2019-02-22,15,Expedited,Mexico,Emiliano Zapata,Veracruz Llave,92773,Christy Brittain,Riverleaf Stik-Withit Designer Note Cubes,25,0.06
667997,2019-07-08,3,Standard Class,United States,Greensboro,North Carolina,27455,Alan Barnes,Samsung Galaxy Note 3,62,0.49
766123,2019-08-11,12,Second Class,United States,Boynton Beach,Florida,33436,Charles Sheldon,Fellowes Black Plastic Comb Bindings,8,0.74
968225,2019-07-22,21,Standard Class,Canada,Roberval,Québec,G8H,Anthony ODonnell,Zebra Zazzle Fluorescent Highlighters,74,0.65
765420,2019-06-25,28,Second Class,United States,Lansing,Michigan,48912,Victoria Pisteka,Surelock Post Binders,79,0.52
116411,2019-09-20,20,Expedited,Mexico,Amado Nervo,Nayarit,63455,Maxwell Schwartz,Global Commerce Series High-Back Swivel/Tilt Chairs,22,0.67
652057,2019-07-02,2,Second Class,Mexico,Las Palmas,Tamaulipas,87425,Henia Zydlo,Nu-Dell Float Frame 11 x 14 1/2,88,0.18
767114,2019-09-19,19,Second Class,United States,Colorado Springs,Colorado,80930,Max Ludwig,Newell 35,83,0.73
155135,2019-04-17,15,First Class,Canada,Milton,Ontario,L9T,Don Jones,Hon 4060 Series Tables,73,0.37
832570,2019-12-07,3,First Class,Mexico,Emiliano Zapata,Michoacan De Ocampo,61607,Brian Thompson,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,36,0.29
400504,2019-02-21,23,Expedited,Canada,Sherbrooke,Québec,J1K,Pamela Coakley,Replacement Belts,65,0.38
133026,2019-05-09,19,Second Class,United States,Austin,Texas,78726,Logan Currie,Tuff Stuff Recycled Round Ring Binders,91,0.51
384915,2019-04-18,20,Second Class,United States,Garden Grove,California,92844,Allen Rosenblatt,Griffin GC17055 Auxiliary Audio Cable,26,0.01
843388,2019-02-13,8,Expedited,United States,Colorado Springs,Colorado,80915,Bryan Mills,OIC Binder Clips,96,0.2
821123,2019-06-01,9,Expedited,United States,Erie,Pennsylvania,16505,John Lucas,Ooma Telo VoIP Home Phone System,87,0.24
117801,2019-05-29,28,Second Class,Canada,Chase,British Columbia,H4R,Mick Hernandez,Xerox 209,3,0.25
262558,2019-06-03,28,Expedited,Canada,Ladner,British Columbia,V7A,Valerie Takahito,Xerox 1931,4,0.35
704677,2019-01-29,22,Second Class,Canada,Estevan,Saskatchewan,S4A,Liz Thompson,Oval End Table,62,0.56
889416,2019-07-10,4,Second Class,United States,El Paso,Texas,79940,Giulietta Dortch,Belkin Standard 104 key USB Keyboard,59,0.11
113318,2019-04-30,11,Second Class,United States,Jackson,Mississippi,39216,Roy Skaria,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,22,0.56
942027,2019-12-12,3,Expedited,Mexico,San Sebastian,Oaxaca,69200,Maribeth Dona,wired,94,0.38
691447,2019-11-24,22,Standard Class,Canada,Cornwall,Prince Edward Island,L4E,Sally Matthias,Wirebound Standard Line Memo,27,0.56
632965,2019-07-30,3,Expedited,Canada,Leduc,Alberta,T9E,John Dryer,Mophie Juice Pack Helium for iPhone,16,0.28
308959,2019-08-29,27,Standard Class,Canada,Merritt,British Columbia,V1K,Greg Matthias,Wilson Jones data.warehouse D-Ring Binders with DublLock,80,0.73
999538,2019-07-28,11,Second Class,Canada,Agassiz,British Columbia,B2E,Shahid Hopkins,Sky Alder Finish,82,0.08
643989,2019-10-15,25,Second Class,United States,Detroit,Michigan,48232,Christopher Martinez,Very Large Room,29,0.26
215507,2019-01-20,4,Standard Class,United States,West Palm Beach,Florida,33405,Henry Goldwyn,OSullivan 2-Shelf Heavy-Duty Bookcases,94,0.5
95894,2019-02-03,11,Second Class,Canada,Waterloo,Québec,V9J,Julia West,Mitel 5320 IP Phone VoIP phone,21,0.17
835022,2019-11-01,3,Standard Class,United States,Chicago,Illinois,60657,Barry Gonzalez,GBC Personal VeloBind Strips,35,0.59
993050,2019-09-28,18,Second Class,Mexico,Benito Juarez,Sonora,84015,Mike Gockenbach,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,99,0.21
537949,2019-01-26,7,Expedited,Canada,Bay Roberts,Newfoundland and Labrador,V3B,Tom Stivers,KI Adjustable-Height Table,41,0.58
987402,2019-05-31,19,Standard Class,United States,Richmond,Virginia,23203,Theone Pippenger,Burgundy,4,0.22
944762,2019-05-23,11,Standard Class,Canada,Neuville,Québec,T9M,Bradley Drucker,Premium Transparent Presentation Covers by GBC,85,0.59
402456,2019-07-07,2,Expedited,Canada,L'Île-Perrot,Québec,H9X,Cathy Prescott,Jabra SPEAK 410,69,0.5
437780,2019-10-05,18,Expedited,United States,Des Moines,Iowa,50320,Jonathan Howell,Global Leather and Oak Executive Chair,95,0.22
571090,2019-11-05,13,Standard Class,Canada,Alma,Québec,N6J,Sean Braxton,Logitech ClearChat Comfort/USB Headset H390,48,0.63
722668,2019-08-22,13,Expedited,Canada,Winnipeg,Manitoba,R3L,Victoria Brennan,PowerGen Dual USB Car Charger,91,0.74
240405,2019-02-24,5,Standard Class,United States,Hartford,Connecticut,06145,Magdelene Morse,Newell 330,90,0.24
1611,2019-01-22,26,Expedited,Canada,Carman,Manitoba,A8A,Robert Marley,High Speed Automatic Electric Letter Opener,75,0.37
294992,2019-01-01,18,Standard Class,Mexico,Plan de Ayala,Chiapas,29601,Naresj Patel,Mitel 5320 IP Phone VoIP phone,71,0.52
225717,2019-05-06,7,First Class,United States,Detroit,Michigan,48242,Sarah Jordon,Desktop,90,0.61
607922,2019-11-15,12,Second Class,Canada,Meadow Lake,Saskatchewan,S9X,Pauline Johnson,OIC Colored Binder Clips,73,0.23
125910,2019-04-04,21,Expedited,United States,Austin,Texas,78726,Anna HÃ¤berlin,24lb.,48,0.25
795966,2019-04-18,10,Second Class,Canada,Thompson,Manitoba,R8N,Alan Shonely,Floor Stand,82,0.28
486150,2019-06-24,21,Expedited,Canada,Bancroft,Ontario,S4X,Maria Etezadi,Executive Impressions 12 Wall Clock,12,0.56
931246,2019-06-28,10,First Class,United States,San Jose,California,95160,Paul Gonzalez,Newell 321,15,0.55
269969,2019-08-26,25,Expedited,Canada,Parksville,British Columbia,V9P,Nancy Lomonaco,Medium Room,41,0.57
158726,2019-02-09,23,Standard Class,United States,Omaha,Nebraska,68117,Skye Norling,Fellowes Neat Ideas Storage Cubes,14,0.66
484095,2019-07-17,3,Second Class,United States,Brooklyn,New York,11247,Trudy Glocke,Xerox 1955,63,0.35
85272,2019-09-29,15,Second Class,United States,Columbus,Georgia,31914,Greg Tran,Bevis Round Conference Room Tables and Bases,90,0.59
461297,2019-12-14,9,Second Class,United States,Tyler,Texas,75799,Chris McAfee,Xerox 2,8,0.19
881924,2019-04-12,17,Standard Class,Canada,Normandin,Québec,G0H,Jonathan Doherty,Xerox 1898,10,0.39
538036,2019-02-21,11,Standard Class,Canada,Milton,Ontario,L9T,Alejandro Grove,Belkin 19 Vented Equipment Shelf,7,0.41
30068,2019-08-27,8,Standard Class,Canada,Beauharnois,Québec,J6N,Nicole Fjeld,Cisco SPA 501G IP Phone,51,0.32
439959,2019-02-05,16,First Class,Canada,Crossfield,Alberta,B0N,Bobby Odegard,DXL Angle-View Binders with Locking Rings by Samsill,75,0.23
193650,2019-12-18,2,First Class,Canada,Port Colborne,Ontario,L3K,Julia Dunbar,Global Value Steno Chair,10,0.71
598682,2019-11-27,6,Expedited,Canada,Medicine Hat,Alberta,T1C,Chad Sievert,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),11,0.31
930057,2019-07-16,4,First Class,United States,Gainesville,Florida,32627,Ken Heidel,Black,42,0.69
687151,2019-07-08,7,Expedited,Canada,Saint-Eustache,Québec,J7R,Valerie Dominguez,Acco Economy Flexible Poly Round Ring Binder,36,0.62
734743,2019-12-24,23,Second Class,United States,Orlando,Florida,32891,Kelly Lampkin,Acme Kleen Earth Office Shears,42,0.44
453257,2019-08-09,30,First Class,Canada,Victoriaville,Québec,G6T,Sara Luxemburg,Fellowes Officeware Wire Shelving,18,0.1
732631,2019-07-14,10,Expedited,United States,Houston,Texas,77075,Ann Chong,Hon Olson Stacker Stools,45,0.43
384670,2019-05-08,30,Expedited,Canada,Sainte-Thérèse,Québec,J7G,Christopher Conant,Balt Split Level Computer Training Table,76,0.54
37191,2019-02-26,23,Second Class,United States,Pittsburgh,Pennsylvania,15279,Harold Pawlan,Prang Colored Pencils,73,0.46
829483,2019-09-02,28,Expedited,United States,Waco,Texas,76796,Beth Thompson,Oak,99,0.17
408868,2019-08-27,30,Expedited,United States,Long Beach,California,90805,Neola Schneider,100/Box,90,0.11
906253,2019-04-09,9,Second Class,Mexico,Santa Cruz,Mexico,51462,Alex Russell,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,67,0.51
640346,2019-02-10,30,Expedited,Mexico,Francisco Villa,Durango,34788,Luke Schmidt,While You Were Out Pads,84,0.33
917750,2019-03-30,5,Expedited,Canada,Mont-Laurier,Québec,J9L,Tracy Blumstein,GBC Prepunched Paper,32,0.27
667007,2019-07-21,22,First Class,United States,Oklahoma City,Oklahoma,73135,Henry MacAllister,Microsoft Natural Keyboard Elite,86,0.32
976418,2019-05-27,2,First Class,United States,Nashville,Tennessee,37205,Carl Ludwig,Two 4 1/4 x 5 Forms per Page,34,0.58
371550,2019-03-31,15,Second Class,Mexico,Lazaro Cardenas,Tabasco,86723,Helen Abelman,BIC Brite Liner Highlighters,4,0.2
773232,2019-10-22,21,Second Class,United States,Louisville,Kentucky,40293,Nora Paige,1 Bulb per Pack,86,0.74
635126,2019-06-12,1,Second Class,Canada,Calgary,Alberta,T3S,Roger Demir,3 Capacity,20,0.49
36013,2019-02-19,11,Second Class,United States,Burbank,California,91505,Grace Kelly,Ibico Ibimaster 300 Manual Binding System,62,0.73
606269,2019-11-22,8,Standard Class,Canada,Powassan,Ontario,E3G,Rachel Payne,8-3/4 x 5-1/8,9,0.4
170090,2019-06-01,17,Second Class,United States,Sacramento,California,94263,Janet Lee,Black,100,0.13
