Order_ID,Order_Date,Ship_Date,Ship_Mode,Country_Region,City,State_Province,Postal_Code,Customer_Name,Product_Name,Quantity,Discount
605765,2024-02-27,25,Second Class,Canada,Rimouski,Québec,G5N,Greg Matthias,Sauder Facets Collection Library,20,0.61
313059,2024-05-26,19,First Class,United States,Columbia,Missouri,65211,Becky Pak,Xerox 1951,40,0.61
909410,2024-06-28,14,Expedited,United States,Phoenix,Arizona,85030,Jason Gross,KeyTronicÂ 6101 Series -Â KeyboardÂ - Black,71,0.5
802539,2024-02-02,21,First Class,United States,Oklahoma City,Oklahoma,73190,Catherine Glotzbach,DAX Wood Document Frame,94,0.73
827628,2024-04-30,25,First Class,Mexico,Manuel Cavazos Lerma,Tamaulipas,88600,Alan Dominguez,Electrix Incandescent Magnifying Lamp,82,0.02
693091,2024-03-25,10,Second Class,Mexico,Rancho Nuevo,Veracruz Llave,91275,Anna Andreadi,Side-Loading,56,0.32
84102,2024-04-17,27,Second Class,Mexico,Loma Bonita,Guanajuato,37420,Anthony Johnson,Xerox 1940,37,0.03
879100,2024-06-23,3,Standard Class,United States,Palmdale,California,93591,Alan Barnes,Dixon Ticonderoga Core-Lock Colored Pencils,71,0.63
33429,2024-03-08,21,Expedited,Mexico,Santa Maria,Yucatan,97714,Yana Sorensen,Acco 6 Outlet Guardian Basic Surge Suppressor,1,0.03
46386,2024-04-11,16,Second Class,United States,Madison,Wisconsin,53726,Cathy Armstrong,Advantus Motivational Note Cards,88,0.62
277099,2024-01-13,30,Second Class,Mexico,El Refugio,Durango,35488,Paul Van Hugh,Avery 494,57,0.72
727339,2024-01-25,25,Standard Class,Canada,Pont-Rouge,Québec,G3H,James Galang,24lb.,97,0.56
985060,2024-01-02,30,Standard Class,Canada,Lacombe,Alberta,T4L,Odella Nelson,Avery 479,94,0.11
824062,2024-04-12,13,Standard Class,United States,Baton Rouge,Louisiana,70826,Kean Thornton,Xerox 1900,12,0.21
314650,2024-02-27,26,Standard Class,United States,San Jose,California,95194,Christine Phan,Super Bands,80,0.71
419722,2024-03-19,24,Expedited,United States,Charleston,West Virginia,25326,Deborah Brumfield,5 1/2 x 4,14,0.67
229412,2024-05-08,1,Expedited,United States,Flushing,New York,11355,Dan Lawera,Panasonic KX T7731-B Digital phone,45,0.46
142601,2024-01-10,8,First Class,Mexico,San Cristobal,Guanajuato,36800,Sanjit Jacobs,Personal Folder Holder,41,0.21
312848,2024-05-16,27,Standard Class,United States,Washington,District of Columbia,20546,Helen Wasserman,Lifetime Advantage Folding Chairs,73,0.28
421778,2024-05-25,8,Second Class,Canada,Lac du Bonnet,Manitoba,H4S,Dorothy Badders,ImationÂ SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 8 GB,80,0.21
294218,2024-03-27,19,Second Class,United States,Midland,Texas,79710,Trudy Brown,Memo Book,14,0.23
164880,2024-07-26,8,Standard Class,United States,Bakersfield,California,93305,Christopher Conant,Spigen Samsung Galaxy S5 Case Wallet,26,0.22
248246,2024-01-13,26,Standard Class,Mexico,Francisco J Mujica,Michoacan De Ocampo,59762,Kean Takahito,Ibico Plastic Spiral Binding Combs,26,0.55
242262,2024-03-08,21,Standard Class,Mexico,San Juan,Chiapas,30540,David Wiener,GBC ProClick Punch Binding System,87,0.34
342322,2024-07-04,16,Second Class,Canada,Golden,British Columbia,J9Z,Kunst Miller,Xerox 211,95,0.58
190040,2024-07-04,2,Standard Class,Canada,Fruitvale,British Columbia,K2H,Roy Skaria,Electrix Incandescent Magnifying Lamp,11,0.33
313977,2024-02-13,3,Expedited,United States,Dallas,Texas,75210,Nora Pelletier,Cameo Buff Policy Envelopes,28,0.18
612183,2024-02-26,27,Second Class,Canada,Melville,Saskatchewan,S7W,Rick Bensley,Tenex File Box,12,0.64
10830,2024-07-23,5,First Class,Mexico,Pueblo Nuevo,Mexico,52332,Alan Schoenberger,Xerox 211,79,0.13
150789,2024-03-26,13,Expedited,United States,Santa Cruz,California,95064,Patrick Ryan,Computer Room Manger,26,0.34
701401,2024-02-18,21,Standard Class,United States,Oakland,California,94622,Sylvia Foulston,Brown Kraft,5,0.16
730436,2024-06-30,5,Standard Class,Canada,Malartic,Québec,X0G,Rick Wilson,Xerox 198,91,0.2
357965,2024-04-04,20,Expedited,Mexico,La Soledad,Michoacan De Ocampo,58118,Michael Stewart,Smoke,64,0.7
819351,2024-07-22,28,Second Class,United States,San Antonio,Texas,78278,Michelle Moray,Plain White,57,0.17
478628,2024-07-07,30,Second Class,Mexico,Guadalupe,Campeche,24400,Elizabeth Moffitt,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,26,0.51
693934,2024-04-23,28,Second Class,Mexico,Guanajuato,Guanajuato,36780,Brian Dahlen,Black,76,0.73
850340,2024-06-28,23,First Class,United States,El Paso,Texas,88546,Eric Murdock,Triplicate,53,0.14
723728,2024-02-13,13,Second Class,Canada,Sainte-Anne-des-Plaines,Québec,J4X,Thea Hendricks,Avery 476,12,0.18
10067,2024-01-10,11,First Class,United States,Seattle,Washington,98195,Laurel Workman,Rush Hierlooms Collection 1 Thick Stackable Bookcases,33,0.4
712329,2024-06-04,5,Standard Class,Mexico,Santa Cruz,Chiapas,30560,Claudia Bergmann,Adtran 1202752G1,30,0.03
88385,2024-06-07,19,First Class,Canada,Bouctouche,Nouveau-Brunswick,E4S,Giulietta Weimer,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,75,0.48
789222,2024-06-28,9,Second Class,United States,Irving,Texas,75062,Dennis Bolton,Fluorescent Highlighters by Dixon,79,0.44
596160,2024-05-22,26,Expedited,United States,Detroit,Michigan,48242,Anthony Johnson,Black,70,0.1
711845,2024-03-13,11,First Class,United States,Jacksonville,Florida,32244,Craig Leslie,25% Cotton,82,0.45
39405,2024-06-18,9,Standard Class,Mexico,Lazaro Cardenas,Puebla,75710,Sandra Glassco,100/Box,35,0.34
187245,2024-03-18,19,Standard Class,Canada,Napanee Downtown,Ontario,M5E,Ricardo Sperren,Maxell DVD-RAM Discs,5,0.1
433023,2024-02-01,30,Expedited,United States,Saint Paul,Minnesota,55108,Stephanie Ulpright,Acco Clips to Go Binder Clips,23,0.5
871817,2024-01-23,15,Second Class,United States,Sioux Falls,South Dakota,57105,Trudy Brown,Black,78,0.55
565644,2024-04-24,21,Second Class,United States,Richmond,Virginia,23285,Dave Kipp,ImationÂ SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 8 GB,81,0.61
490054,2024-02-03,18,Expedited,United States,Akron,Ohio,44321,Natalie Fritzler,Fellowes Super Stor/Drawer,16,0.64
237039,2024-06-13,20,Second Class,Canada,Toronto,Ontario,M7A,Helen Andreada,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,89,0.15
20863,2024-05-22,24,Standard Class,Canada,Claresholm,Alberta,V2T,Lena Radford,Newell 347,88,0.65
781708,2024-05-24,22,Second Class,United States,Youngstown,Ohio,44511,Michael Dominguez,Safco Drafting Table,11,0.45
510355,2024-02-23,16,Standard Class,Mexico,San Miguel,Chiapas,30560,Stephanie Ulpright,Mahogany,88,0.46
294460,2024-03-26,25,First Class,Mexico,El Refugio,Guanajuato,36408,Jonathan Doherty,2 3/4 X 5,89,0.5
981400,2024-06-15,13,Standard Class,Mexico,Santa Rosa,Nuevo Leon,67803,Bruce Stewart,Hon 2111 Invitation Series Corner Table,45,0.35
912706,2024-07-19,25,Expedited,Canada,Okotoks,Alberta,T1S,Bill Shonely,Wilson Jones Turn Tabs Binder Tool for Ring Binders,95,0.24
21931,2024-05-25,28,First Class,Mexico,El Mirador,Chiapas,29140,Ritsa Hightower,GBC DocuBind TL300 Electric Binding System,23,0.01
704556,2024-04-21,28,Second Class,Mexico,Francisco I Madero,Tamaulipas,87395,Lindsay Castell,Hunt Boston Vacuum Mount KS Pencil Sharpener,69,0.22
27104,2024-06-26,8,First Class,Mexico,Emiliano Zapata,Morelos,62984,Anne McFarland,Professional,67,0.49
576218,2024-01-13,27,Second Class,United States,San Diego,California,92127,Mick Brown,OIC Thumb-Tacks,48,0.39
215042,2024-02-03,13,Expedited,Mexico,San Pedro,Mexico,52140,Guy Thornton,Carina Mini System Audio Rack,92,0.64
257493,2024-05-29,29,Expedited,Mexico,Benito Juarez,Chiapas,29120,Jamie Frazer,Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles,84,0.23
598825,2024-06-30,19,Second Class,United States,Miami,Florida,33129,Cyra Reiten,Acco Translucent Poly Ring Binders,50,0.43
434081,2024-06-27,5,Standard Class,United States,Memphis,Tennessee,38188,Shirley Schmidt,Letter Size Cart,47,0.19
965736,2024-01-16,12,Standard Class,United States,Washington,District of Columbia,20404,Tim Taslimi,Griffin GC36547 PowerJolt SE Lightning Charger,48,0.19
651483,2024-07-24,3,Second Class,United States,Oklahoma City,Oklahoma,73179,Ann Steele,8 1/2 x 11,9,0.6
501790,2024-02-13,17,Second Class,United States,Houston,Texas,77065,Julie Creighton,Vinyl Coated Wire Paper Clips in Organizer Box,15,0.3
472300,2024-02-02,3,Second Class,United States,San Diego,California,92110,Allen Armold,Logitech ClearChat Comfort/USB Headset H390,63,0.71
690532,2024-01-02,1,Second Class,Canada,Maniwaki,Québec,J9E,Neola Schneider,Stockwell Push Pins,47,0.65
620961,2024-07-27,10,Second Class,United States,Seattle,Washington,98115,Jeremy Lonsdale,GE General Use Halogen Bulbs,4,0.11
965806,2024-03-03,25,Expedited,United States,New Orleans,Louisiana,70183,Tamara Willingham,GBC DocuBind TL200 Manual Binding Machine,45,0.25
861952,2024-06-28,17,Second Class,Mexico,Azteca,Veracruz Llave,93270,Jennifer Jackson,Xerox 226,38,0.1
787500,2024-07-14,26,Expedited,Canada,Hantsport,Nova Scotia,N5A,Art Foster,SAFCO PlanMaster Boards,90,0.44
806761,2024-04-07,2,First Class,United States,Miami,Florida,33190,Randy Bradley,1/Pack,77,0.51
154397,2024-06-16,9,Standard Class,Canada,Saint-Tite,Québec,G8B,Ralph Kennedy,24 Clips in Two Sizes,18,0.42
361453,2024-02-08,1,Expedited,United States,Des Moines,Iowa,50393,Giulietta Weimer,Avery Poly Binder Pockets,34,0.75
740614,2024-05-16,20,First Class,Mexico,La Mesa,Mexico,51462,Brian Stugart,No Pattern/Clear,53,0.24
553347,2024-05-20,2,Expedited,United States,Garland,Texas,75044,Fred Chung,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70,0.73
589851,2024-02-05,8,Expedited,United States,Milwaukee,Wisconsin,53285,Nathan Cano,Xerox 194,42,0.46
876129,2024-03-12,6,Standard Class,Mexico,Francisco Villa,Coahuila De Zaragoza,26030,Tanja Norvell,5 x 7 Size,71,0.34
